001-23,"12:01.5S – 077:12.0W, Callao Anchorage, Peru.Four robbers armed with knives boarded an anchored general cargo ship via the anchor chain and broke into the forecastle store. Duty watchman on routine rounds was threatened with a knife as he approached the forecastle and he immediately notified the bridge. Alarm raised, ship’s horn sounded, and crew mustered. Hearing the alarm and seeing the crew alertness, the robbers escaped without stealing anything. Local authorities informed through the agents.",2023-01-09,2023-01-11 22:27, Callao Anchorage,"(None, None)"
001-23,"12:01.5S – 077:12.0W, Callao Anchorage, Peru.Four robbers armed with knives boarded an anchored general cargo ship via the anchor chain and broke into the forecastle store. Duty watchman on routine rounds was threatened with a knife as he approached the forecastle and he immediately notified the bridge. Alarm raised, ship’s horn sounded, and crew mustered. Hearing the alarm and seeing the crew alertness, the robbers escaped without stealing anything. Local authorities informed through the agents.",2023-01-09,2023-01-11 22:29, Callao Anchorage,"(None, None)"
001-23,"12:01.5S – 077:12.0W, Callao Anchorage, Peru.Four robbers armed with knives boarded an anchored general cargo ship via the anchor chain and broke into the forecastle store. Duty watchman on routine rounds was threatened with a knife as he approached the forecastle and he immediately notified the bridge. Alarm raised, ship’s horn sounded, and crew mustered. Hearing the alarm and seeing the crew alertness, the robbers escaped without stealing anything. Local authorities informed through the agents.",2023-01-09,2023-01-11 22:30, Callao Anchorage,"(None, None)"
